2026-09-17 21:07:09,435 | INFO | __main__ | Initializing ETL agent tools
2026-09-17 21:10:00,234 | WARNING | google_genai.models | Direct use of automatic function calling (AFC) in Models.generate_content is not recommended. Instead, we recommend to use AFC in Chat.send_message. Similarly, direct use of AFC in Models.generate_content_stream is not recommended. Instead, we recommend to use AFC in Chat.send_message_stream.
2026-09-17 21:10:01,649 | INFO | google_genai._api_client | Retrying google.genai._api_client.BaseApiClient._request_once in 1.26 seconds as it raised ServerError: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}.
2026-09-17 21:10:47,309 | INFO | google_genai._api_client | Retrying google.genai._api_client.BaseApiClient._request_once in 2.84 seconds as it raised ServerError: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}.
2026-09-17 21:10:59,612 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-09-17 21:11:00,647 | INFO | __main__ | SQL question curation completed
2026-09-17 21:11:00,647 | INFO | __main__ | Preparing SQL query context
2026-09-17 21:11:00,833 | INFO | __main__ | Database schema retrieved successfully
2026-09-17 21:11:00,833 | INFO | __main__ | SQL query context prepared successfully
2026-09-17 21:11:00,833 | INFO | __main__ | SQL generation started
2026-09-17 21:11:00,833 | INFO | utils.llm_pick | Initializing LLM: low
2026-09-17 21:11:00,868 | INFO | utils.llm_pick | LLM initialized successfully: gemini-3.5-flash-lite
2026-09-17 21:11:00,869 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-09-17 21:11:02,041 | INFO | __main__ | SQL generation completed
2026-09-17 21:11:02,041 | INFO | __main__ | SQL safety validation started
2026-09-17 21:11:02,041 | INFO | __main__ | Deterministic SQL safety check passed
2026-09-17 21:11:02,041 | INFO | utils.llm_pick | Initializing LLM: low
2026-09-17 21:11:02,069 | INFO | utils.llm_pick | LLM initialized successfully: gemini-3.5-flash-lite
2026-09-17 21:11:02,069 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-09-17 21:11:03,442 | INFO | __main__ | SQL approved by safety judge
2026-09-17 21:11:03,442 | INFO | __main__ | SQL safety validation completed
2026-09-17 21:11:03,444 | INFO | __main__ | Routing safe SQL to execution
2026-09-17 21:11:03,445 | INFO | __main__ | SQL execution started
2026-09-17 21:11:03,445 | INFO | __main__ | Final SQL safety check passed
2026-09-17 21:11:03,532 | INFO | __main__ | SQL execution completed successfully
2026-09-17 21:11:03,532 | INFO | __main__ | Generating final SQL response
2026-09-17 21:11:03,532 | INFO | utils.llm_pick | Initializing LLM: medium
2026-09-17 21:11:03,593 | INFO | utils.llm_pick | LLM fallback configured: ['gemini-3.5-flash-lite']
2026-09-17 21:11:03,593 | INFO | utils.llm_pick | LLM initialized successfully: gemini-3.7-flash
2026-09-17 21:11:03,595 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-09-17 21:11:38,952 | INFO | google_genai._api_client | Retrying google.genai._api_client.BaseApiClient._request_once in 1.13 seconds as it raised ServerError: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}.
